Title,Date,Sentiment,Confidence
"Minus Housing, U.S. Job Cuts Look Tame","Jan. 6, 2008",negative,0.5437471270561218
Asian stocks hit a two-week low as recession fears grow,"Jan. 7, 2008",negative,0.6340817213058472
"Bush administration working to combat mortgage crisis, Paulson says","Jan. 7, 2008",neutral,0.5987626314163208
Asian stocks start the week lower as recession fears grow,"Jan. 7, 2008",negative,0.656504213809967
Paulson says Bush administration working to combat subprime crisis,"Jan. 7, 2008",neutral,0.4653254449367523
Merrill Lynch reports record loss after $16.7 billion in write-downs,"Jan. 7, 2008",negative,0.6816433668136597
Time is Crucial for China’s Wealth Fund,"Jan. 7, 2008",neutral,0.7426347136497498
Credit Suisse Shares Fall Amid Write-Down Fears,"Jan. 7, 2008",negative,0.7657132744789124
Co-president quits at Barclays Capital,"Jan. 8, 2008",neutral,0.6711817383766174
New York panel rethinks securities oversight,"Jan. 8, 2008",neutral,0.7305533289909363
Bush acknowledges challenges to U.S. economy,"Jan. 8, 2008",positive,0.631786584854126
Bear Stearns CEO stepping down,"Jan. 8, 2008",neutral,0.5162596106529236
Bush Admits Economy Faces Challenges,"Jan. 8, 2008",positive,0.5422890782356262
"U.S. may expand mortgage aid, Paulson says","Jan. 8, 2008",neutral,0.48934462666511536
Bear’s Cayne to Quit as Chief Executive,"Jan. 8, 2008",neutral,0.7255760431289673
Bear Stearns Announces New Leadership,"Jan. 8, 2008",neutral,0.7775879502296448
Losses May Leave Banks Short on Capital,"Jan. 8, 2008",negative,0.5120201110839844
Bear Stearns chief passes the baton,"Jan. 9, 2008",neutral,0.761765718460083
Extrication Time at Bear Stearns,"Jan. 9, 2008",neutral,0.8407174348831177
Bear Stearns announces new leadership,"Jan. 9, 2008",neutral,0.7775879502296448
MBIA cuts dividend and says it will raise $1 billion,"Jan. 9, 2008",neutral,0.44570934772491455
American chief executives face tenuous times,"Jan. 9, 2008",neutral,0.662693202495575
Executive Leaving Barclays Capital,"Jan. 9, 2008",neutral,0.6974801421165466
Bear Stearns CEO confirms departure,"Jan. 9, 2008",neutral,0.7783504128456116
Some entrepreneurs prosper during U.S. housing slump,"Jan. 9, 2008",positive,0.4072747826576233
Co-President of Barclays Capital Resigns,"Jan. 9, 2008",neutral,0.6133034825325012
"Toyota's yearly sales rise, possibly edging out GM","Jan. 10, 2008",positive,0.8571661710739136
Keeping the Housing Slump at Bay,"Jan. 10, 2008",neutral,0.5066430568695068
Bank of America in talks to buy Countrywide,"Jan. 10, 2008",neutral,0.926128089427948
Bank of America in Talks to Buy Countrywide,"Jan. 10, 2008",neutral,0.926128089427948
Fed Chief Signals Further Rate Cut,"Jan. 11, 2008",negative,0.41367244720458984
Europe struggles to avoid effects of U.S. weakness,"Jan. 11, 2008",positive,0.4150136709213257
Bank Agrees to Buy Troubled Loan Giant for $4 Billion,"Jan. 11, 2008",neutral,0.8805742859840393
Bank of America agrees to acquire troubled lender,"Jan. 11, 2008",neutral,0.9281415939331055
Write-down at Merrill Lynch may hit $15 billion,"Jan. 11, 2008",negative,0.5085006356239319
Bank of America may buy troubled Countrywide,"Jan. 11, 2008",neutral,0.9616942405700684
Giant Write-Down Is Seen for Merrill,"Jan. 11, 2008",negative,0.5159440636634827
Merrill Lynch facing a $15 billion write-down from soured investments,"Jan. 11, 2008",negative,0.5154436826705933
Bernanke sees bleak outlook for U.S. economy,"Jan. 11, 2008",negative,0.470998615026474
Northern Rock Sells Some Assets,"Jan. 11, 2008",neutral,0.9152882695198059
"Shares Up, Aided by Talk of Bank Deal","Jan. 11, 2008",positive,0.749609649181366
Bank of America to buy Countrywide,"Jan. 11, 2008",neutral,0.955242931842804
Bank May Buy Troubled Giant in Home Loans,"Jan. 11, 2008",neutral,0.9101511240005493
Europe and U.S. Diverge on Rate Prospects,"Jan. 11, 2008",negative,0.3547796308994293
BofA to Buy Countrywide for $4 Billion,"Jan. 11, 2008",neutral,0.9528586268424988
BofA’s Countrywide Deal: Bargain or Bad Move?,"Jan. 11, 2008",neutral,0.8673949837684631
Inquiry Focuses on Withholding of Data on Loans,"Jan. 12, 2008",neutral,0.9017260670661926
Chase Buys Some of Lender’s Assets,"Jan. 12, 2008",neutral,0.9272891283035278
U.S. and Europe Ponder Divergent Rate Policies,"Jan. 12, 2008",neutral,0.6674711108207703
Some fear U.S. economic measures already too late,"Jan. 13, 2008",neutral,0.4834648370742798
Financial markets facing tough questions this week,"Jan. 13, 2008",neutral,0.5326075553894043
No Quick Fix to Downturn,"Jan. 13, 2008",negative,0.4339086413383484
Economists see no quick fix for U.S. downturn,"Jan. 13, 2008",negative,0.5867718458175659
Europe searches for adequate regulations,"Jan. 14, 2008",neutral,0.6111705303192139
Inquiry Focuses on Banks’ Data on Loans,"Jan. 14, 2008",neutral,0.8514001965522766
Citigroup Loses $9.8 Billion; Will Cut Jobs,"Jan. 15, 2008",negative,0.6105086207389832
Poor U.S. retail sales for Dec. add to economic gloom,"Jan. 15, 2008",negative,0.8261377215385437
Drastic steps from Citigroup and Merrill Lynch,"Jan. 15, 2008",neutral,0.5529192686080933
Poor U.S. retail sales for December add to economic gloom,"Jan. 15, 2008",negative,0.8033977746963501
Ex-Wall St. Chiefs Asked to Testify on Pay,"Jan. 15, 2008",neutral,0.7586916089057922
"CNBC Video: Rohatyn on Subprime, Sovereign Wealth Funds","Jan. 15, 2008",neutral,0.9157760739326477
"Buddy, Can You Spare a Billion?","Jan. 16, 2008",neutral,0.8750632405281067
JPMorgan Joins Banks in Write-Downs,"Jan. 16, 2008",neutral,0.4616209864616394
Citigroup Loss Raises Anxiety Over Economy,"Jan. 16, 2008",negative,0.5531474947929382
U.S. financial woes: More to come after Citigroup,"Jan. 16, 2008",negative,0.4535253345966339
Global markets fall on fears for U.S. economy,"Jan. 16, 2008",negative,0.6794173121452332
Fed chief backs quick action to aid U.S. economy,"Jan. 17, 2008",positive,0.6894959211349487
Bernanke urges measures to jolt U.S. economy,"Jan. 17, 2008",positive,0.49655061960220337
Fed's warning on economy pushes down U.S. stocks,"Jan. 17, 2008",negative,0.6598212122917175
Fed Chief Backs Quick Action to Aid Economy,"Jan. 17, 2008",positive,0.6703241467475891
Merrill Lynch loss is nearly $10 billion,"Jan. 17, 2008",neutral,0.6075324416160583
Lehman Cuts Back in Mortgages,"Jan. 18, 2008",negative,0.4682450294494629
UBS plans massive cuts,"Jan. 18, 2008",neutral,0.6000983715057373
Wall Street’s Next Crisis: Bond Insurers?,"Jan. 18, 2008",neutral,0.8423397541046143
What’s Behind Those Offers to Raise Credit Scores,"Jan. 19, 2008",neutral,0.8404786586761475
Who Needs a 401(k)? I’d Rather Have a Castle,"Jan. 20, 2008",neutral,0.8887119293212891
Signs grow of a slowing property market in China,"Jan. 20, 2008",positive,0.39742136001586914
Bank of Japan succession remains unclear,"Jan. 20, 2008",neutral,0.8890356421470642
European and Asian markets plunge on U.S. recession fears,"Jan. 21, 2008",negative,0.6920814514160156
A tide of lawsuits approaches U.S. mortgage market,"Jan. 21, 2008",neutral,0.7896297574043274
'No chance' of purely private-sector rescue for Northern Rock,"Jan. 21, 2008",neutral,0.5933851599693298
Stocks Plunge  Worldwide on Fears of a U.S. Recession,"Jan. 21, 2008",negative,0.7437500357627869
Brown calls for change in global institutions to recognize power of India,"Jan. 21, 2008",neutral,0.5837383270263672
Northern Rock assets to be securitized,"Jan. 21, 2008",neutral,0.9550275802612305
Britain to Aid Northern Rock Sale,"Jan. 21, 2008",neutral,0.6914917230606079
Doomsayers in Fashion This Year,"Jan. 21, 2008",neutral,0.5991840362548828
Fear factor: Confidence in U.S. resilience is fading,"Jan. 22, 2008",negative,0.3982478082180023
Europe braces as Asian stocks plunge,"Jan. 22, 2008",negative,0.5152040123939514
Stocks shudder in Europe after Asia plunge,"Jan. 22, 2008",positive,0.4457162618637085
Extension for Troubled Bond Insurer,"Jan. 22, 2008",neutral,0.8478251695632935
Should global markets be following in the footsteps of the U.S.?,"Jan. 22, 2008",neutral,0.628554105758667
Fed's deep rate cut seen as 'once-in-a-generation',"Jan. 22, 2008",positive,0.4215846061706543
Fed's big easing a 'once-in-a-generation' event,"Jan. 22, 2008",neutral,0.7357688546180725
Fed Cuts Rate 0.75% and Stocks Swing,"Jan. 22, 2008",negative,0.4921019375324249
'Deal breakers' get new clout,"Jan. 22, 2008",positive,0.5710744261741638
U.S. Fed cuts interest rate by 3/4 point,"Jan. 22, 2008",negative,0.42224252223968506
Fed Makes Emergency 0.75% Rate Cut,"Jan. 22, 2008",neutral,0.46312400698661804
Fed cuts rate 0.75% and stocks swing,"Jan. 22, 2008",negative,0.4921019375324249
"In Asia, Global Market Decline Accelerates","Jan. 22, 2008",positive,0.3814232051372528
"To Some, the Widening Crisis Seems Driven by Fear, Not Facts","Jan. 22, 2008",neutral,0.8435850739479065
"For Ex-Trader, Sinking Feeling Is Reassuring","Jan. 22, 2008",neutral,0.5134685039520264
"If Everyone’s Finger-Pointing, Who’s to Blame?","Jan. 22, 2008",neutral,0.8449128270149231
World Markets Plunge on Fears of U.S. Slowdown,"Jan. 22, 2008",negative,0.6641936898231506
ACA Capital Receives Extension to Unwind Subprime Exposure,"Jan. 22, 2008",neutral,0.8458818793296814
Britain to Use Bond Sale to Aid Northern Rock Sale,"Jan. 22, 2008",neutral,0.7583762407302856
"For Ex-Goldman Trader, a Good Sinking Feeling","Jan. 22, 2008",neutral,0.5781306624412537
Davos in the Papers: Before the Show Starts,"Jan. 22, 2008",neutral,0.8539945483207703
Fed’s Action Stems Sell-Off in World Markets,"Jan. 23, 2008",neutral,0.425575315952301
Worries That the Good Times Were Mostly a Mirage,"Jan. 23, 2008",neutral,0.4569430351257324
Investors are losing faith in the Japanese market,"Jan. 23, 2008",neutral,0.473134309053421
"After years of spending, U.S. faces an economic bill","Jan. 23, 2008",positive,0.4073909521102905
Worries in the U.S. that good times were a mirage,"Jan. 23, 2008",neutral,0.447117418050766
ECB chief warns of inflation,"Jan. 23, 2008",negative,0.3568384349346161
Next on the Worry List: Shaky Insurers of Bonds,"Jan. 24, 2008",neutral,0.7302021384239197
Stocks in Japan and Australia follow Wall Street higher,"Jan. 24, 2008",positive,0.805826723575592
Some critics say the Fed may risk repeating earlier mistakes,"Jan. 24, 2008",neutral,0.5091497898101807
Risk management still a risky business,"Jan. 24, 2008",neutral,0.637459933757782
A Fear That the Cure Could Be Poison,"Jan. 24, 2008",neutral,0.8237949013710022
Rogue trader may have made €50 billion in deals,"Jan. 25, 2008",neutral,0.8205328583717346
Tommy Hilfiger cancels European share offer,"Jan. 25, 2008",neutral,0.4785706400871277
"Economists critique stimulus plan: useful, but flawed","Jan. 25, 2008",positive,0.4275510907173157
Critiques of Spending Plan Retrace Old Debate,"Jan. 25, 2008",neutral,0.7746778130531311
Can banks self-regulate?,"Jan. 25, 2008",neutral,0.9238537549972534
Société Générale’s Sales May Have Incited Market Plunge,"Jan. 26, 2008",negative,0.5214872360229492
What’s $34 Billion on Wall Street?,"Jan. 27, 2008",neutral,0.9028953909873962
Fraud at French bank caused global shock waves,"Jan. 27, 2008",neutral,0.571330189704895
Paulson’s Deal-Making Revives Treasury’s Relevance,"Jan. 28, 2008",positive,0.7262357473373413
Paulson revives U.S. Treasury's relevance,"Jan. 28, 2008",positive,0.733624279499054
Paulson's pragmatism changes approach at U.S. Treasury,"Jan. 28, 2008",neutral,0.5294453501701355
Sales of New Homes Fell by 26% in 2007,"Jan. 28, 2008",negative,0.837857723236084
Sales of new homes in U.S. saw steepest drop in 25 years,"Jan. 28, 2008",negative,0.8358869552612305
"In January, Record Number of I.P.O.’s Are Pulled","Jan. 28, 2008",negative,0.4973643720149994
Will Scandal Force French Bank to Find a Dance Partner?,"Jan. 28, 2008",neutral,0.8899170160293579
Another City Where C.D.O. Spelled Trouble,"Jan. 28, 2008",neutral,0.7367637753486633
IMF cuts forecast for global growth.,"Jan. 29, 2008",negative,0.5025826692581177
U.S. sales of new homes fell by 26% in 2007,"Jan. 29, 2008",negative,0.8252381086349487
Deal to Buy Credit Card Processor Is in Peril,"Jan. 29, 2008",neutral,0.8896345496177673
U.S. stocks gain as Fed opens meeting,"Jan. 29, 2008",positive,0.6810135245323181
U.S. mortgage lender Countrywide Financial posts loss,"Jan. 29, 2008",negative,0.7634265422821045
Goldman Sachs and Morgan Stanley under investigation,"Jan. 29, 2008",neutral,0.8695293664932251
Trading scandal diverts attention from Société Générale's subprime losses,"Jan. 29, 2008",neutral,0.6888356804847717
French Bank’s Chief Faces Pressure to Resign,"Jan. 29, 2008",neutral,0.5750007629394531
New Homes Set Record: Sales Fell 26% in ’07,"Jan. 29, 2008",negative,0.7244179248809814
Regulator Chills Alliance Data Deal,"Jan. 29, 2008",neutral,0.8188878893852234
Mounting concerns over write-downs at European banks,"Jan. 30, 2008",negative,0.5534937977790833
U.S. stocks slip as investors await Fed,"Jan. 30, 2008",negative,0.6221580505371094
Worries over growth push U.S. stocks down,"Jan. 30, 2008",negative,0.6915878057479858
Excess is part of the game,"Jan. 30, 2008",neutral,0.928001344203949
Stocks Rally Then Fall Back,"Jan. 30, 2008",negative,0.5875771641731262
Subprime exposure takes heavy toll on UBS,"Jan. 30, 2008",neutral,0.5479725003242493
"Beyond Bank’s $7 Billion Loss, Fear of More","Jan. 30, 2008",neutral,0.430059015750885
Stocks Rally as Concern Over Bond Insurer Eases,"Jan. 31, 2008",positive,0.543231725692749
"In Europe, Questions Over Continuing Write-Downs","Jan. 31, 2008",neutral,0.5459445118904114
Rally Sputters in a Late-Day Sell-Off,"Jan. 31, 2008",neutral,0.4310958981513977
Stocks fall in Europe; Asia mixed,"Jan. 31, 2008",negative,0.671402633190155
Market downturn gives East Europeans a painful lesson on risk,"Jan. 31, 2008",neutral,0.5408369898796082
"U.S. economy unexpectedly lost 17,000 jobs in January","Feb. 1, 2008",negative,0.8301935791969299
Stocks Rally in Defiance of Bad News,"Feb. 1, 2008",positive,0.5032062530517578
Like Home-Builder Shares? Look Again,"Feb. 1, 2008",neutral,0.8942893147468567
Wyeth Posts 19% Higher Profit; 2 Rivals Fare Less Well,"Feb. 1, 2008",positive,0.5236592888832092
Asia stocks fall on persistent U.S. economic fears,"Feb. 1, 2008",negative,0.7498384714126587
U.S. loses jobs for first time in four years,"Feb. 1, 2008",negative,0.7138692736625671
"Asian stocks, except Japan, rise on bond insurer's reassurance","Feb. 1, 2008",positive,0.7706784605979919
"A sigh of relief on interbank lending, for now","Feb. 1, 2008",neutral,0.6820770502090454
Appetite grows for Indian real estate deals,"Feb. 1, 2008",neutral,0.5239222049713135
Massachusetts Accuses Merrill of Fraud,"Feb. 2, 2008",neutral,0.7747722864151001
Savings and pensions are wounded after Asian stocks plunge,"Feb. 2, 2008",negative,0.7256242632865906
"Markets fall worldwide, but is fear overshadowing fundamentals?","Feb. 2, 2008",neutral,0.6020520329475403
Can the panic by investors be justified?,"Feb. 2, 2008",neutral,0.8155166506767273
Fed makes emergency 0.75% rate cut,"Feb. 2, 2008",neutral,0.46312400698661804
U.S. markets open with a steep fall,"Feb. 2, 2008",negative,0.6848702430725098
It’s Even Worse Over There,"Feb. 3, 2008",neutral,0.6678421497344971
Lenders Who Sold and Left,"Feb. 3, 2008",neutral,0.7596951723098755
"As markets fall, risk managers' stock is rising","Feb. 3, 2008",negative,0.411491334438324
Bank problems in spotlight before G-7 meeting,"Feb. 3, 2008",neutral,0.6419166326522827
"Lenders who cashed in and left, leaving losers behind","Feb. 3, 2008",neutral,0.4648539125919342
Dark economic clouds dampen festivities,"Feb. 3, 2008",neutral,0.4014050364494324
Suitor Ends Bid for Northern Rock,"Feb. 4, 2008",neutral,0.668174147605896
Virgin Group emerges as top bidder for Northern Rock,"Feb. 4, 2008",neutral,0.4836161136627197
U.S. loan losses lead to a review of Australian mortgage debt by Moody's,"Feb. 4, 2008",negative,0.620058536529541
Northern England contemplates life without a benefactor,"Feb. 4, 2008",neutral,0.8025622963905334
U.S. vs. Europe on subprime problems,"Feb. 4, 2008",neutral,0.5028701424598694
"Economists' critique stimulus plan: useful, but flawed","Feb. 5, 2008",neutral,0.5289913415908813
Yields rise on Japanese bonds,"Feb. 6, 2008",positive,0.7492431402206421
IKB said to be examining break-up to speed sale,"Feb. 6, 2008",neutral,0.6936079263687134
Next wave of subprime credit write-downs on horizon,"Feb. 6, 2008",neutral,0.7531041502952576
Macquarie names a new chief executive and forecasts record profit,"Feb. 6, 2008",positive,0.6592783331871033
Warburg Pincus’ Nonstop Pain at MBIA,"Feb. 6, 2008",neutral,0.5481062531471252
Deutsche Bank steers clear of subprime losses,"Feb. 7, 2008",positive,0.5911701917648315
S&P; overhauls ratings process in wake of subprime mess,"Feb. 7, 2008",neutral,0.4519844055175781
Deutsche Bank delivers on its subprime promises,"Feb. 7, 2008",positive,0.5637885928153992
Sticking with equities and buying dollars may be best strategies in a U.S. recession,"Feb. 7, 2008",neutral,0.4766988456249237
"Pining for the good times, finance wizards seek a way back","Feb. 8, 2008",neutral,0.6407630443572998
"WestLB to cut 1,500 jobs and receive €5 billion bailout","Feb. 8, 2008",neutral,0.46460166573524475
Deutsche Bank Escapes Subprime Losses,"Feb. 8, 2008",neutral,0.4768078923225403
Creators of Credit Crisis Revel in Las Vegas,"Feb. 8, 2008",neutral,0.8675264716148376
G-7 finance leaders to try for global response to market turmoil,"Feb. 8, 2008",neutral,0.6059361100196838
The Japanese bubble: Alarming parallels with U.S.,"Feb. 8, 2008",neutral,0.8162946105003357
Bond Raters in Effort to Repair Credibility,"Feb. 8, 2008",neutral,0.5136651992797852
A strong yen tests Japan's pain threshold,"Feb. 8, 2008",positive,0.5072513818740845
Deutsche Bank’s Ackermann Is Feeling Good,"Feb. 8, 2008",positive,0.683923065662384
Sovereign wealth funds resist IMF attempt to draft code of conduct,"Feb. 9, 2008",neutral,0.8356881737709045
U.S. housing collapse may portend slow economic growth for years,"Feb. 9, 2008",negative,0.5920552611351013
"From Japan’s Slump in 1990s, Lessons for U.S.","Feb. 9, 2008",neutral,0.5885635018348694
Global Finance Leaders Warn of Risk From U.S. Housing Woe,"Feb. 10, 2008",positive,0.3587873876094818
Damage to European economies may prove deeper than officials acknowledge,"Feb. 10, 2008",negative,0.3872729539871216
Société Générale offers fire-sale prices for new shares,"Feb. 11, 2008",neutral,0.9539709687232971
"Muto, likely next chief of Japan's central bank, is a political insider","Feb. 11, 2008",neutral,0.8644494414329529
"From G-7, still just promises for global economy","Feb. 11, 2008",neutral,0.5392603278160095
Mortgage Crisis Spreads Past Subprime Loans,"Feb. 12, 2008",neutral,0.6335099935531616
Mortgage crisis spreads beyond subprime loans,"Feb. 12, 2008",neutral,0.7830074429512024
$1.2 Billion Write-Down at Credit Suisse,"Feb. 12, 2008",negative,0.5488198399543762
Credit Suisse cuts subprime write-downs,"Feb. 12, 2008",negative,0.5599218010902405
Société Générale Seeks to Raise $8 Billion,"Feb. 12, 2008",neutral,0.8637168407440186
Buffett comments add momentum to market,"Feb. 12, 2008",positive,0.6681039929389954
U.S. mortgage crisis spreads past subprime loans,"Feb. 12, 2008",neutral,0.577931821346283
Caution over subprime is paying off for Credit Suisse,"Feb. 12, 2008",negative,0.38040852546691895
New Losses at A.I.G. Trouble Wall Street,"Feb. 12, 2008",negative,0.6107138395309448
Credit Suisse Trims Subprime Write-Downs,"Feb. 12, 2008",negative,0.39594724774360657
IndyMac Spreads the Blame,"Feb. 12, 2008",neutral,0.7798572182655334
Some investors reckon equities have bottomed out,"Feb. 13, 2008",negative,0.5195424556732178
A $1.2 Billion Write-Down at Credit Suisse,"Feb. 13, 2008",neutral,0.4681846797466278
U.S. mortgage rescue plan greeted by criticism,"Feb. 13, 2008",neutral,0.4936487674713135
"Buffett Offers Aid on Bonds, but at a Price","Feb. 13, 2008",neutral,0.8727622032165527
German government backs IKB bailout,"Feb. 13, 2008",positive,0.5032038688659668
Plan to Aid Borrowers Is Greeted by Criticism,"Feb. 13, 2008",neutral,0.6007059812545776
DBS Appoints Citigroup China Head to C.E.O. Post,"Feb. 13, 2008",neutral,0.6117599010467529
"Despite fear of slump, commodities are hot","Feb. 14, 2008",positive,0.5189979672431946
German Bank Receives Its Third Bailout,"Feb. 14, 2008",neutral,0.45127224922180176
Fed chief sees room to reduce rates again,"Feb. 14, 2008",positive,0.3899841904640198
UBS Posts Loss on Big Write-Down,"Feb. 14, 2008",negative,0.6901456713676453
House Panel Looks at Relief for Bond Insurers,"Feb. 14, 2008",neutral,0.6703921556472778
UBS has $11 billion loss and warns of a tough year to come,"Feb. 14, 2008",negative,0.5992515683174133
UBS has $11 billion quarterly loss and warns of a tough year to come,"Feb. 14, 2008",negative,0.6427507400512695
Large U.S. bond insurer balks at bailout plan,"Feb. 14, 2008",negative,0.4396417737007141
Fed Chief Leaves Room for More Rate Cuts,"Feb. 14, 2008",negative,0.41183772683143616
Commerzbank Takes $1.2 Billion Hit from Subprime,"Feb. 14, 2008",neutral,0.5585098266601562
UBS Expects ‘Another Difficult Year’,"Feb. 14, 2008",neutral,0.4144849181175232
"No Bailout Needed, MBIA Tells Congress","Feb. 14, 2008",neutral,0.7273618578910828
Top Officials See Bleaker Outlook for the Economy,"Feb. 15, 2008",negative,0.6093786954879761
Bernanke and Paulson criticized over their response to U.S. economic woes,"Feb. 15, 2008",negative,0.46053963899612427
UBS Posts Huge Loss and Warns About 2008,"Feb. 15, 2008",negative,0.5980876088142395
Plan to Rescue Bond Insurers Is Outlined,"Feb. 15, 2008",neutral,0.935103714466095
Some Cities Are Spared the Slide in Housing,"Feb. 15, 2008",negative,0.49548032879829407
"European markets edge higher, held back by banking shares","Feb. 15, 2008",positive,0.6868606209754944
Lampert Begins Breaking Up With Citi,"Feb. 15, 2008",neutral,0.8528976440429688
"At Morgan, Mack Made $41 Million","Feb. 16, 2008",neutral,0.8446603417396545
Arcane Market Is Next to Face Big Credit Test,"Feb. 17, 2008",neutral,0.7429984211921692
"The Insiders Are Selling, but Why?","Feb. 17, 2008",neutral,0.8883181810379028
When Will Earnings Recover?,"Feb. 17, 2008",neutral,0.5339131355285645
"In France, the Heads No Longer Roll","Feb. 17, 2008",neutral,0.7551201581954956
Kerviel affair shakes the ancien régime of corporate France,"Feb. 17, 2008",neutral,0.7317161560058594
Britain to Nationalize Troubled Mortgage Lender,"Feb. 17, 2008",neutral,0.840892493724823
L'affair Kerviel shakes corporate France's ancien régime,"Feb. 17, 2008",neutral,0.7128289341926575
"Obscure, large and arcane, credit default swaps face a big test","Feb. 17, 2008",neutral,0.8342194557189941
Britain to nationalize Northern Rock,"Feb. 17, 2008",neutral,0.8703372478485107
Government to Control Struggling British Bank,"Feb. 18, 2008",neutral,0.7931478023529053
Credit Suisse Writes Down $2.8 Billion,"Feb. 19, 2008",neutral,0.6064074635505676
Wall St. Banks Confront a String of Write-Downs,"Feb. 19, 2008",negative,0.43925127387046814
Credit Suisse jolts investors with $2.85 billion write-down,"Feb. 19, 2008",negative,0.3820342719554901
Credit Suisse shakes investor confidence by revealing pricing errors,"Feb. 19, 2008",negative,0.38315078616142273
Credit Suisse jolts market with new $2.9 billion write-down,"Feb. 19, 2008",positive,0.3588489592075348
Wall Street banks expect billions more in write-downs,"Feb. 19, 2008",negative,0.47337061166763306
Federal Reserve rate reductions are giving banks a lift,"Feb. 19, 2008",positive,0.5055342316627502
Credit Suisse jolts investors with $2.8 billion write-down,"Feb. 19, 2008",neutral,0.3858269453048706
IKB Plans $2 Billion Share Sale as Part of Rescue,"Feb. 19, 2008",neutral,0.924760103225708
Silicon Valley Losing Middle-Wage Jobs,"Feb. 19, 2008",negative,0.7054693698883057
More Blood Expected on The Street,"Feb. 19, 2008",neutral,0.5692882537841797
Slowdown to Test Market for Credit Default Swaps,"Feb. 19, 2008",neutral,0.46241113543510437
MBIA Reinstates Ex-C.E.O.,"Feb. 19, 2008",neutral,0.7897207140922546
KKR Financial delays repaying debt for second time in six months,"Feb. 20, 2008",negative,0.5635823607444763
KKR fund defers repayments a second time,"Feb. 20, 2008",neutral,0.6243211030960083
China banks could face  credit crisis of their own,"Feb. 20, 2008",neutral,0.682012140750885
New $2.8 Billion Write-Down Jolts Credit Suisse,"Feb. 20, 2008",negative,0.5609392523765564
Bank of Montreal Takes Write-Down and Bolsters SIVs,"Feb. 20, 2008",neutral,0.466196209192276
Bank of Montreal takes write-down on credit problems,"Feb. 20, 2008",neutral,0.4778285026550293
Demand for resources buoys Australia's convertible bond sector,"Feb. 20, 2008",positive,0.6306657195091248
Credit Suisse Says Traders’ Pricing Errors Will Cause $2.85 Billion in Write-Downs,"Feb. 20, 2008",negative,0.5932867527008057
"Société Générale posts record loss on trading scandal, subprime exposure","Feb. 21, 2008",negative,0.6402633190155029
UBS plans to cut chairman's next term after subprime losses,"Feb. 21, 2008",neutral,0.6214789748191833
Dresdner Bank Moves to Secure a Fund,"Feb. 21, 2008",neutral,0.6500058770179749
When Bankers Fear to Act,"Feb. 22, 2008",neutral,0.7864272594451904
When Bankers Fail to Act,"Feb. 22, 2008",neutral,0.717826247215271
Adding Risk (Carefully) to Your Bond Portfolio,"Feb. 24, 2008",neutral,0.7463343143463135
"Cerberus, owner of Chrysler, gets a harsh reassessment","Feb. 25, 2008",neutral,0.5236241817474365
"Faulting UBS for Losses in Bad Debt, Bank Is to Sue","Feb. 25, 2008",neutral,0.7327324151992798
Stocks rally as investment caps lifted on mortgage finance firms,"Feb. 27, 2008",positive,0.7199258804321289
Bush Vows to Veto a Mortgage Relief Bill,"Feb. 27, 2008",neutral,0.6935639977455139
UBS shareholders approve emergency capital infusion,"Feb. 27, 2008",neutral,0.8761994242668152
European regulators investigating aid to German banks,"Feb. 27, 2008",neutral,0.5843163728713989
Small and Midsize U.S. Banks Beginning to Struggle in Credit Crisis,"Feb. 27, 2008",negative,0.5362576246261597
Portfolio Cap Lifted on Fannie and Freddie,"Feb. 27, 2008",positive,0.4404042959213257
Small and Midsize Banks Start Struggling in Credit Crisis,"Feb. 27, 2008",negative,0.5082015991210938
Europe to Review Rules After Bailouts of 2 Banks,"Feb. 28, 2008",neutral,0.7354167699813843
"At Fiery Meeting, UBS Shareholders Back Bid to Raise Cash","Feb. 28, 2008",neutral,0.6623284816741943
Bipartisan Spirit Falters in Fights on Debt Relief,"Feb. 29, 2008",neutral,0.5483345985412598
Swiss Re limits subprime damage,"Feb. 29, 2008",neutral,0.5752004384994507
A.I.G. Reports Record Quarterly Loss of $5.29 Billion,"Feb. 29, 2008",negative,0.6578978896141052
Peloton Partners Said to Put Flagship Assets on the Block,"Feb. 29, 2008",neutral,0.9161206483840942
Ross to Inject Up to $1 Billion Into Assured Guaranty,"Feb. 29, 2008",neutral,0.8464940786361694
"Merrill Lynch to Close Subprime Lending Unit, Report Says","Feb. 29, 2008",neutral,0.7104893922805786
Germany’s DZ Bank Reports 1.36 Billion Euro Writedown,"Feb. 29, 2008",negative,0.643848717212677
Investor to Spend Up to $1 Billion to Acquire Stake in Bond Insurer,"March 1, 2008",neutral,0.8832865953445435
Markets Fall on Drumbeat of Grim Reports,"March 1, 2008",neutral,0.4974405765533447
GM offer reflects severity of threat from Delphi troubles,"March 2, 2008",neutral,0.6783185601234436
Takefuji facing $290 million loss on structured finance deal,"March 3, 2008",negative,0.5811830759048462
"Bottom of subprime crisis not yet reached, study suggests","March 3, 2008",neutral,0.6748540997505188
New E-Trade Chief Says No Sale Is Planned,"March 3, 2008",neutral,0.7945445775985718
Relief for Homeowners Is Given to a Relative Few,"March 4, 2008",neutral,0.6869357824325562
Japan’s Takefuji Faces $290 Million Loss on Investment,"March 4, 2008",negative,0.5370887517929077
Crédit Agricole suffers €857 million fourth-quarter loss,"March 5, 2008",negative,0.6214829683303833
Crédit Agricole posts big loss due to global credit crunch,"March 5, 2008",negative,0.7248976826667786
