,0
28,"PARIS, Sept. 17 — The United States Treasury secretary, Henry M. Paulson Jr., said Monday that turmoil in the world’s financial markets could continue for some time. But he cautioned against the hasty introduction of regulations that could stymie innovation and slow economic growth.Mr. Paulson, who met here with President Nicolas Sarkozy and France’s finance minister, Christine Lagarde, said financial turbulence in the wake of the credit crisis this summer “will be with us for a while,” particularly in markets linked to subprime mortgages.He also warned that imposing new regulations could be counterproductive at a time when the global economy remains robust.“The whole world and the U.S. have benefited from innovative financing techniques and innovation in terms of securitization and credit availability, and so we need to think this through carefully and don’t rush to judgment and overreact,” Mr. Paulson said. “We have to get the balance right.”After his trip to Paris, Mr. Paulson met with Alistair Darling, the British chancellor of the Exchequer, in London, where he declared that the healthy economies of the United States and Britain should give investors confidence in dealing with turbulent market conditions.Asked whether it was a lack of regulation that precipitated the current market situation, he said, “History says it’s very difficult for policy to keep up with innovation.”Mr. Paulson also appeared to endorse Dominique Strauss-Kahn, the French candidate to become the next managing director of the International Monetary Fund. Mr. Paulson said he already saw eye-to-eye with Mr. Strauss-Kahn over the need to change the I.M.F. so that it could play a continuing role in the global financial system. “I am very positive on Dominique Strauss-Kahn,” Mr. Paulson said, adding that he was “a very strong candidate.”Mr. Paulson also said his visit to Paris was a sign of “a new, very positive era of American and French relations.” He praised President Sarkozy for undertaking regulatory changes aimed at creating jobs and increasing economic growth and said he was in frequent contact with Ms. Lagarde over economic questions.Ms. Lagarde, speaking later with reporters, said France and the United States were in complete agreement over the need to press China to do more to strengthen the value of its currency, the yuan.“I think there is a total convergence of views on the imbalance of the values, particularly on the undervaluation of the yuan compared with European values and compared with American values,” she said."
29,"WASHINGTON, Sept. 18 — The Federal Reserve today lowered its benchmark interest rate by a half point, a forceful policy shift intended to limit the damage to the economy from the recent disorder in the housing and credit markets.While an interest rate cut was widely expected, there had been profound uncertainty about whether the Fed would choose a more cautious quarter-point reduction. But the bolder action and an accompanying statement, both approved by a unanimous vote of the central bank’s policy-setting committee, made it clear that the Fed had decided the risks of a recession were too big to ignore.“Developments in financial markets since the committee’s last regular meeting have increased the uncertainty surrounding the economic outlook,” the central bank said. Signaling that it might cut rates more if necessary in months ahead, it said it would “continue to assess” the economic outlook and “act as needed to foster price stability and sustainable economic growth.”The decision, which reset the overnight lending rate between banks to 4.75 percent, was the Fed’s first rate cut in four years.Stocks immediately soared. The Dow Jones industrial average registered its biggest one-day gain in almost five years, closing at 13,739.39, up 335.97, or 2.5 percent. The Standard & Poor’s 500-stock index rose nearly 3 percent.For consumers, the Fed’s move could mean lower borrowing costs on for mortgages and automobile loans. But the impact may be muted, because investors remain deeply anxious about the credit quality of mortgages and other long-term loans. The main problem in the past month has not been high rates so much as the availability of capital to complete deals.In a separate move to bolster the banking system, the Fed also said today that it had cut its discount lending rate, which applies to short-term emergency loans to banks, to 5.25 percent — also a half-point cut.This was the Federal Reserve’s most abrupt reversal of course since January 2001, when it suddenly slashed rates at an unscheduled emergency meeting because of signs that the economy was slipping into a recession. The last half-point cut in the federal funds rate came in November 2002.Economists said that the Fed’s move today was similarly pre-emptive. “Monetary policy makers are worried about growth being seriously compromised and are prepared to take whatever prudent steps they can to avoid a deep slump,” said Joshua Shapiro, chief United States economist for MFR.Some aspects of today’s Fed’s move could fuel inflation fears. Gold, a traditional investment safe haven in times of inflation, soared immediately after the Fed’s decision was announced. As United States interest rates became less attractive for investment, the value of the dollar against the euro touched a new low before recovering slightly, and oil prices continued to climb even further above $80 a barrel.In the stock market, financial stocks posted the biggest gains, reflecting the fact that banks now will face lower borrowing costs, which should help drive profits higher.“Shock therapy,” was the assessment of Ethan Harris, chief economist at Lehman Brothers.But Mr. Harris cautioned that the Fed stopped short of signaling a firm commitment to more rate reductions. While it dropped its previous statement that inflation was still the “predominant concern,” which would argue against using lower rates to stimulate the economy, the Fed said that “inflation risks remain” and that it would “monitor inflation developments carefully.”David Rosenberg, chief North American economist at Merrill Lynch, said the Fed appeared deliberately ambiguous about its readiness to cut rates even further at its policy meetings in October and December.“The Fed kept its cards much closer to its vest than anyone would have guessed,” Mr. Rosenberg said. “It’s not at all clear they think they have more to do.”As recently as six weeks ago, the central bank was still predicting “modest” growth for the economy and warning that inflation remained its “predominant concern.” As in 2001, the Fed’s move today came after a panic in financial markets and the collapse of a speculative bubble. This time, the panic is in credit markets spooked by dubious mortgages on inflated housing prices. Back then, it was the stock market that crashed, initially because the air went out of inflated dot-com stocks.In the jargon of economists, the turmoil in both cases represented a sudden “repricing” of risk. Other signs have surfaced recently that the financial market upheaval may not be isolated. Earlier this month, the Labor Department reported the first monthly loss of jobs in four years. Employers eliminated 4,000 positions in August, a factor that may have played a role in the Fed’s decision today.By today, it seemed clear that Fed policy makers were no longer debating whether to reduce rates but how much to lower them. Despite the seemingly narrow debate — whether to lower the overnight federal funds rate by one-quarter of a percent or by one-half of a percent — the uncertainty about this policy meeting was higher than any other in the past four years.The debate within the Fed was all about risk probabilities: what were the odds the twin meltdowns in housing and mortgage markets would tip the overall economy into a recession later this year? If policy makers cut rates too cautiously, they risked a recession; if they cut them too much or too early, they risked stoking inflation.Economists said what appeared to push the Fed to cut rates by a half point were the dismal job market numbers from August.“I think that was a real eye-opener for them,” said Joshua Shapiro, chief United States economist for Maria Fiorini Ramirez, an economic consulting firm in New York. “The only ammunition the consumer has left is from the labor market. If income growth is compromised here because the labor market is weakening, then you’ve got a serious problem.”Peter E. Kretzmer, senior economist for Bank of America, said that by cutting rates a half point, Fed policy makers may have been hoping to draw the investors’ attention away from the central bank.“I think they kind of cleared the decks,” he said. “They said we’re going to be a little bold and remove at least one source of uncertainty. And that is the source that says ‘What is the Fed thinking, and when are they move again?’ Maybe they can take the market’s mind off the Fed for a little while.”Ben S. Bernanke, chairman of the Federal Reserve, had made it clear over the past month that the Fed did not simply want to rescue Wall Street investors who made bad bets or real estate speculators who bought properties on the assumption that prices would keep skyrocketing.But Mr. Bernanke also pledged that the Fed would act if the dislocation in financial markets or the downturn in housing threatened to derail overall growth.Just a few hours before the central bank announced its decision, new statistics indicated that the pace of home foreclosures is accelerating. RealtyTrac of Irvine, Calif., reported that foreclosure filings — from default notices and auction sales to bank repossessions — were 36 percent higher in August than in July and 115 percent higher than one year ago.The Labor Department also reported today that producer prices fell by 1.4 percent in August — much more than expected — because of slumping energy prices. That was positive news on inflation, but analysts said it was unlikely to have much influence on the Fed because the ""core” measure excluding energy and food prices increased 0.2 percent, slightly more than expected.Except for the housing downturn, which Fed officials admit is much more severe than they had expected, the evidence of a recession in the real economy is ambiguous. Global economic growth is much stronger than in 2001, and American exports have climbed about 14 percent over the last year.Instead of the United States’ being the world’s engine of growth, the global economy could now become the engine of American growth.For the last four years, the Federal Reserve has telegraphed its intentions months in advance as it pursued a gradualist approach of slow but steady adjustments in monetary policy. It advertised its intention to raise rates gradually many months before it actually did so in June 2004, and then raised rates in well-signaled increments at each policy meeting over the next two years.By contrast, Wall Street analysts were sharply divided as of early today about how much the Fed would cut rates and what it would say in its statement about the economic outlook.A smaller rate reduction posed a risk of moving too slowly if the economy was indeed in danger of stalling. But a bigger rate reduction could have been taken as a sign of Fed panic, and it added to the risk of stoking inflationary pressures that the central bank had just begun to tamp down.But the evidence so far is inconclusive. In August, for the first time in four years, the Labor Department estimated that the number of jobs declined slightly. It also reduced its estimates of job growth in June and July, suggesting that the labor market weakened even before credit markets froze up in early August.But other indicators — on consumer spending, consumer confidence and export growth — point to a continuation of modest growth.Right or wrong, today’s decision will be a defining moment for Mr. Bernanke, the former economics scholar at Princeton who became Fed chairman in February 2006.Many Wall Street economists place the odds of a recession at about one in three or somewhat higher. Alan Greenspan, who preceded Mr. Bernanke as Fed chairman, puts the odds at somewhat more than the one-in-three that he estimated earlier this year.The Fed’s course change has been under way since early August, when fears about huge losses on subprime mortgage loans and continued downturn in housing caused a much broader panic in credit markets.The resulting credit crunch has now affected all but the safest home mortgages, and also greatly reduced the ability of private equity funds and hedge funds to borrow money at low rates. Many banks, which had been planning to resell their loans into the giant market for tradable commercial debt securities, are now being forced to absorb loans that the securities markets will no longer take.On Aug. 17, the Federal Reserve moved to ease the liquidity crisis by encouraging banks to borrow money through its “discount window,” a program originally created as an emergency source of overnight funds for banks in a cash squeeze.But by most accounts, the turmoil in credit markets has abated very little. The market for subprime mortgages has all but disappeared, and demand for all forms of “asset-backed commercial paper,” which are securities backed by mortgages, credit card debt, company receivables, remains very weak."
30,"LONDON, Sept. 17 — Terry Mays and his wife, both retirees, decided during the weekend that a promise by the Bank of England to provide emergency financing for Northern Rock, the troubled British mortgage lender that has most of their savings, was not enough to calm their nerves.The couple joined hundreds of other Northern Rock customers Monday as lines formed for a third day in front of branches where people waited to withdraw their savings.“I don’t think the bank will collapse — but we just don’t have the nerves,” Mr. Mays said, surrounded by a group of depositors who had traveled with him to the central London branch from a southern one after being told that the wait there would be at least six hours. “I took some financial advice over the weekend, and I’m taking the money out to get peace of mind. We’re relying on this money for our pension.”Panicky customers have withdrawn £2 billion ($4 billion), since the bank acknowledged Friday that it could no longer raise money because of the credit squeeze that has constrained global markets after a meltdown in the market for subprime loans in the United States.So far, assurances from Northern Rock’s chief executive, Adam J. Applegarth, and the chancellor of the Exchequer, Alistair Darling, that deposits were securely backed by the Bank of England have failed to impress depositors.In a bid to shore up confidence, Mr. Darling announced on Monday that the government would guarantee all deposits in Northern Rock even if the bank should collapse and would extend similar guarantees to any other troubled financial institution that approached the government. No other bank or institution had yet approached the Bank of England, he added.Unlike other banks that have been bailed out because of direct exposure to subprime mortgages, Northern Rock was the first to fall victim directly to the global credit squeeze, because it relied heavily on raising money in the capital markets.Shares in Northern Rock slumped 36 percent Monday, to a seven-year low, dragging European banking stocks lower across the board as jittery investors began scrutinizing banks to determine which ones might have a similar business model.Alliance & Leicester and Bradford & Bingley, two Northern Rock rivals that also tap the capital markets, fell 31 percent and 15 percent respectively. Large financial institutions, including HSBC Holdings, Société Générale of France and Deutsche Bank of Germany also declined, leading a 1.5 percent drop of the European Dow Jones Stoxx 600 index. The FTSE 100 in Britain fell 1.7 percent, and the CAC 40 in France fell 1.8 percent.The overnight rate that British banks charge to lend pounds to one another soared 60 basis points on Monday, to 6.47 percent, the highest level in more than a month, according to the British Bankers’ Association.Citigroup, Credit Suisse and Merrill Lynch cut their earnings estimates for several European banks Monday, including Northern Rock. Credit Suisse and Merrill said the bank was likely to be bought.“We think the game is over for Northern Rock in its present form,” a Merrill analyst, John-Paul Crutchley, wrote in a note to investors.The sight of hundreds of Britons lining up to make withdrawals after the unexpected and speedy decline of Northern Rock has also prompted questions about whether the robust British economy — supported in large part by a heated housing market — would suffer in the aftermath of the subprime mortgage crisis in the United States. The pound fell below $2 for the first time in nearly three weeks.Some economists said that the Northern Rock experience could dent consumer confidence and eventually have an effect on British economic growth.Members of Britain’s opposition Conservative Party said Monday that Prime Minister Gordon Brown had ignored warnings of a “looming debt crisis” for the last four years when he was chancellor of the Exchequer and that he had encouraged consumers to take on record debt.In recent years, British mortgage lenders began offering loans exceeding the value of the properties on which they were based. The easy availability of credit helped prop up property prices and fueled speculation in the real estate market.Mervyn A. King, the head of the Bank of England, also came under pressure to explain why the bank bailed out Northern Rock only days after refusing to inject liquidity into financial markets on the ground that such action encouraged “excessive risk-taking.”Northern Rock opened at 8 a.m. Monday, one hour earlier than usual, to deal with the expected wave of withdrawals. It had to increase the bandwidth on its Web site, which had struggled with the volume of people trying to get access.Patricia Carlton, a retiree who joined the line at noon Monday at a Northern Rock branch in London, said she decided to withdraw her money after watching the morning news and seeing lines forming at the bank branches.“I hate to take out the money, but I just don’t want to risk anything,” she said, adding that she did not yet know what she would do with it."
31,"When one of the world's big economies stumbles into a quagmire, as the United States has with the subprime mortgage crisis, investors and borrowers always start asking how they got into such a mess - and how they will get out. These days, the effects of globalization provide a partial answer for both questions.Globalization has added risks to the world's financial markets, but it has also created connections between economies that may add stability when one of them feels a jolt. In the future, financial regulation may even help to reduce those risks while preserving the benefits of interconnectedness.In the case of the current crisis, the idea came first: bundle high-risk mortgages in a way that made them more liquid and preserved their high returns. It caught on quickly. Low interest rates and the unification of the world's credit markets had made credit easily obtainable, and financial globalization meant that investors everywhere could pour their money into the same kind of asset.""There's been a lot of money sloshing around the markets looking for a place to be parked, not only because of the Fed but also because of what's been happening in the rest of the world,"" said Barry Eichengreen, a professor of economics and political science at the University of California, Berkeley. ""It fed the securitization of mortgages and all kinds of other liabilities.""Yet during this period, as investors and banks in the United States, Europe and other regions bought up the complex new securities, some people who were ill-equipped to judge the risks got involved, often assuming that the rating agencies' assessments were enough.In addition, it became more difficult to figure out where, in the global credit market, the risks really lay. ""It's become more delocalized,"" said Raghuram Rajan, a professor of finance at the University of Chicago. ""You don't borrow from your neighborhood bank anymore, you don't deposit in your neighborhood bank. You invest more widely, and you invest through a whole group of intermediaries.""Furthermore, Rajan said, a herd mentality that might have been confined to one country market before can now spread around the world, magnifying the risks of a sudden shock.""When we all get into the same kinds of assets or the same kinds of trades at the same time because they've been lucrative, we all fall down at the same time,"" he said. ""In fact, there may be some incentive to all fall down at the same time, because then none of us takes the blame.""In the aftermath of a crisis, however, the interdependence of the world's economies can help to alleviate some of its worst effects.For example, Eichengreen said, an economic downturn in the United States could be mitigated by the relatively strong growth in Europe and Latin America. ""They are still going to be a sponge for our exports,"" he said. ""That's going to be an important stabilizing force for us.""Still, the rest of the world is likely to suffer if the situation in the United States gets much worse. ""The fact that so many economies are still dependent on U.S. demand, and haven't grown their own domestic demand, will cause some problems,"" Rajan said.Even China's strong growth may not provide enough support to stop a global slowdown. ""I don't believe that China has become a growth pole independent of the United States,"" said Eichengreen. ""If we go into a recession, their growth is certain to slow as well.""That might not be so bad for China, where worries about inflation and overheating continue to deepen, but few other places would welcome that sort of drag on their growth. So what can be done to deal with the problem of a risk wildfire before it starts?Rajan said old-fashioned due diligence, like getting banks to monitor the activities of the funds that borrow their money, could help. He also suggested changes in incentives for investment managers: ""What you can do is ensure that there are voluntary agreements that the incentive structures will have elements that are long term. If I've got 20 percent of my wealth riding in the fund that I manage, then I'm a little reluctant to do the carry trade for too long. It could close up.""But Eichengreen said the risks to the financial system justified regulation, and on a global scale.""We have the institutions for the coordination,"" he said. ""We have the Basel committee of bank supervisors. We have the International Organization of Securities Commissions. We need to push them to act more aggressively and more forcefully, and put a little less faith in the ability of the markets to solve their own problems."""
32,"NEW YORK —The U.S. mortgage lending crisis deepened Tuesday, as Impac Mortgage Holdings said it would quit most lending activities, while Accredited Home Lenders Holding posted a big quarterly loss and said its survival remained in doubt.The announcements came a day after another struggling lender, NovaStar Financial, gave up its real estate investment trust status sooner than expected because it could not pay a $157 million dividend to keep it.Dozens of mortgage lenders have quit the industry this year, including many that have gone bankrupt, amid rising defaults, falling home prices and investor resistance to buy home loans they now consider too risky.Impac said it will stop making ""Alt-A"" home loans, its main business, citing ""market disruptions and illiquidity."" Such loans often go to people who cannot document income or assets.The company, based in Irvine, California, also said it was quitting warehouse and commercial lending, and had fired 144 workers. It did not expect to pay its 10 cents per share common stock dividend for at least the rest of the year.""Given the severe dislocation of the marketplace, which included unprecedented margin calls, we are left with no other alternative but to downsize our company to better operate and navigate through this difficult and unrelenting environment,"" said Joseph Tomkinson, chief executive of Impac. He called the credit crisis the worst in his 25 years in the industry.Accredited, which makes subprime loans to people with weaker credit, posted a $260.2 million loss for the quarter ended March 31, according to a delayed report filed with securities regulators. That compared with a profit of $35.8 million a year earlier.Accredited, based in San Diego, said results suffered from a large loss from the sale of mortgage loans.It also said it expected to need further amendments to or waivers of covenants in its credit facilities in 2007. ""We cannot assure you that we will continue to operate as a going concern,"" the company said in its quarterly report.Accredited closed much of its lending operations this month, eliminating 1,600 of 2,600 jobs. It is suing to force Lone Star Funds, a private equity firm, to complete a $15.10 per share takeover. Accredited has rejected a lowered $8.50 per share offer from the Dallas-based firm that valued the company at $214 million."
33,"WASHINGTON —The Federal Reserve lowered its benchmark interest rate by a half point Tuesday, a forceful policy shift intended to limit the damage to the economy from the recent disorder in the U.S. housing and credit markets.While an interest-rate cut was widely expected, it had been uncertain whether the Fed would opt for a half-point or a quarter-point reduction.The Fed reduced the federal funds rate - the interest that banks charge each other for overnight loans - from 5.25 percent to 4.75 percent. It also reduced the discount rate - the direct loans it makes to banks - from 5.75 percent to 5.25 percent.In its statement, the Fed said it would continue to monitor the effects of the market upheaval and would act as needed.Many on Wall Street had been clamoring for weeks for a half-point cut, and the Fed's announcement Tuesday buoyed investors.Stocks immediately soared. The Dow Jones industrial average had been up about 75 points shortly before the announcement at 2:15 p.m., and within minutes it was up more than 200 points for the day. It closed up almost 336 points at 13,739.39.At 4 p.m., the euro rose to $1.3970, after briefly reaching a record $1.3981.For consumers, the Fed's move could mean lower borrowing costs on major loans like mortgages, home equity credit lines and auto loans.This was the Federal Reserve's first rate cut in four years, and its most abrupt reversal of course since January 2001, when it suddenly slashed rates at an unscheduled emergency meeting because of signs that the economy was slipping into a recession.As recently as six weeks ago, the central bank was still predicting ""modest"" growth for the economy and warning that inflation remained its ""predominant concern."" As in 2001, the Fed's move Tuesday came after a panic in financial markets and the collapse of a speculative bubble. This time, the panic is in credit markets spooked by dubious mortgages on inflated housing prices. Back then, it was the stock market that crashed, initially because the air went out of inflated dot-com stocks.In the jargon of economists, the turmoil in both cases represented a sudden ""repricing"" of risk.By Tuesday, it seemed clear that Fed policy makers were no longer debating whether to reduce rates but how much to lower them. Despite the seemingly narrow debate - whether to lower the overnight federal funds rate by one-quarter of a percent or by one-half of a percent - the uncertainty about this policy meeting was higher than any other in the past four years.The debate within the Fed was all about risk probabilities: What were the odds that the twin meltdowns in housing and mortgage markets would tip the overall economy into a recession later this year? If policy makers cut rates too cautiously, they risked a recession; if they cut them too much or too early, they risked stoking inflation.Ben Bernanke, chairman of the Federal Reserve, had made it clear over the past month that the Fed did not simply want to rescue Wall Street investors who had made bad bets or real estate speculators who had purchased properties on the assumption that prices would keep skyrocketing.But Bernanke also pledged that the Fed would act if the dislocation in financial markets or the downturn in housing threatened to derail overall growth.Just hours before the central bank announced its decision, new statistics indicated that the pace of home foreclosures was accelerating. RealtyTrac of Irvine, California, reported that foreclosure filings - from default notices and auction sales to bank repossessions - were 36 percent higher in August than in July and 115 percent higher than one year ago.The Labor Department also reported Tuesday that producer prices fell by 1.4 percent in August - much more than expected - because of slumping energy prices. That was positive news on inflation, but analysts said it was unlikely to have much influence on the Fed because the ""core"" measure, excluding energy and food prices, increased 0.2 percent, slightly more than expected.Except for the housing downturn, which Fed officials admit is much more severe than they had expected, the evidence of a recession is ambiguous. Global economic growth is much stronger than in 2001, and American exports have climbed about 14 percent over the past year.Instead of the United States being the world's engine of growth, the global economy could now become the engine of American growth.For the last four years, the Federal Reserve has telegraphed its intentions months in advance as it pursued a gradualist approach of slow but steady adjustments in monetary policy. It advertised its intention to raise rates gradually many months before it actually did so in June 2004, and then raised rates in well-signaled increments at each policy meeting over the next two years.By contrast, Wall Street analysts were sharply divided early Tuesday about how much the Fed would cut rates and what it would say in its statement about the economic outlook.A smaller rate reduction posed a risk of moving too slowly if the economy was indeed in danger of stalling. But a bigger rate reduction could have been taken as a sign of panic by the Fed, and it added to the risk of stoking inflationary pressures that the central bank had just begun to tamp down.But the evidence so far is inconclusive. In August, for the first time in four years, the Labor Department estimated that the number of jobs declined slightly. It also reduced its estimates of job growth in June and July, suggesting that the labor market had weakened even before credit markets froze up in early August.But other indicators - on consumer spending, consumer confidence and export growth - pointed to a continuation of modest growth.Right or wrong, the decision announced Tuesday will be a defining moment for Bernanke, the former economics scholar at Princeton who became Fed chairman in February 2006.Many Wall Street economists place the odds of a recession at about one in three or somewhat higher. Alan Greenspan, who preceded Bernanke as Fed chairman, puts the odds at somewhat more than the one in three that he estimated earlier this year.The Fed's course change has been under way since early August, when fears about huge losses on subprime mortgage loans and continued downturn in housing caused a much broader panic in credit markets.The resulting credit crunch has now affected all but the safest home mortgages, and also greatly reduced the ability of private equity funds and hedge funds to borrow money at low rates. Many banks, which had been planning to resell their loans into the giant market for commercial debt securities, are now being forced to absorb loans that the securities markets will no longer take.On Aug. 17, the Federal Reserve moved to ease the liquidity crisis by encouraging banks to borrow money through its ""discount window,"" a program originally created as an emergency source of overnight funding for banks in a cash squeeze.But by most accounts, the turmoil in credit markets has abated very little. The market for subprime mortgages has all but disappeared, and demand for all forms of ""asset-backed commercial paper,"" which are securities backed by mortgages, credit card debt and company receivables, remains very weak."
34,"FRANKFURT —As central banks lower the cost of money to steady global financial markets amid the U.S. subprime crisis, critics are increasingly asking whether their actions are instead indulging financiers who engaged in reckless behavior.In economists' lingo, ""moral hazard"" is the danger that central banks, by providing cash in a pinch, are encouraging speculators to begin planting the seeds of the next crisis, and offering them a safety net not available to the average consumer.The question of moral hazard - which has been swirling since the U.S. Federal Reserve, the European Central Bank and other central banks injected billions in cash into credit markets last month - took on more relevance when the Bank of England and the Fed moved further to grease the wheels of lending Tuesday.The Bank of England last week criticized infusions of cash as de facto bailouts for investors who made bad decisions.But it found itself forced into a similar position Tuesday, announcing that it would provide $8.8 billion of ""exceptional"" funds after banks, frightened by the crisis at the mortgage lender Northern Rock, raised lending rates for one another.According to economists, central banks might on balance be creating a ""moral hazard"" effect now with liquidity infusions. But they are keen to avoid doing so over a longer period.Christian Noyer, governor of the Banque de France and a member of the ECB's interest rate-setting council for the 13-country euro area, defended the use of these tools during times of crisis.""Put very simply, financial turbulence and uncertainty have suddenly triggered an upward shift in the demand for central bank money,"" Noyer wrote in The Financial Times on Tuesday.""Standard economic theory,"" Noyer added, dictates that only central banks can restart flows of money that have been interrupted by a market crisis.Noyer argued that since this abnormal situation is ""unrelated to the state of the real economy,"" a liquidity infusion is justified.Thomas Mayer, chief Europe economist for Deutsche Bank, uses the metaphor of the central banks as plumbers, rather than lenders helping out banks, to justify their actions.""We had a serious plumbing problem in the credit markets,"" Mayer said. ""When the credit plumbing is blocked, you have to unblock it. That's your job.""The opposing view holds that the mere act of providing cash at the central banks' normal interest rates sends the wrong message.""I can only conclude that the Bank of England is a paper tiger,"" Willem Buiter, a professor at the London School of Economics, has written. ""It talks the 'no bailout' talk, but does not walk the talk.""Buiter has directed a steady stream of fire at central banks since the crisis began, arguing that the only justifiable liquidity infusion should come at a ""penalty rate"" above what the central bank normally charges.For a time, the Bank of England took that approach, but it reversed course Tuesday.Only time can tell whether central banks will offer enduring assistance to investors by knocking down interest rates over an extended period. But the current evidence suggests they are trying to avoid the mistakes of the past."
35,"NEW YORK —Lehman Brothers, the fourth-largest investment bank in the United States, said Tuesday that third-quarter profit fell less than expected, as strength in stock trading and investment banking offset losses from the struggling mortgage market.The report provided investors a crucial first glimpse at how Wall Street fared in the fallout from the mortgage crisis, which started when borrowers with poor credit began defaulting at a sharply higher rate earlier this year.The New York-based investment bank - the first of four to report results this week - said quarterly profit fell 3.2 percent to $887 million, or $1.54 per share, from $916 million, or $1.57 per share, a year earlier.Shares rose $1.61, or 2.7 percent, to $60.23 in premarket electronic trading. Other investment banks were higher as well.Lehman said revenue fell by $700 million because of ""substantial valuation reductions"" in mortgage-backed bonds and other investments. However, stronger investment banking and retail brokerage fees helped lift total revenue to $4.31 billion from $4.18 billion last year.The results topped Wall Street projections for a profit of $1.47 per share on $4.23 billion of revenue, according to analysts polled by Thomson Financial. However, analysts lowered their earnings expectations by about 16 percent over the last month, as Wall Street remained uncertain about exactly how much exposure Lehman had to decaying credit and mortgage markets.""Despite challenging conditions in the markets, our results once again demonstrate the diversity and financial strength of the Lehman Brothers franchise, as well as our ability to perform across cycles,"" Richard Fuld, chairman and chief executive, said in a statement.Fuld, who has led Lehman Brothers since the bank was spun off from American Express in 1994, has tried to transform the company from a bond house into a full-service investment bank. The company has also made a big push overseas, which accounted for 53 percent of total revenue during the third quarter.The U.S. credit markets descended into distress this summer, dragged by a mortgage industry suffering from decaying credit quality.The mortgage meltdown has had ripple effects through Wall Street, pinching demand for some of the investment banks' best-selling products. Mortgage-backed bonds, collateralized debt obligations and asset-backed commercial paper are all much tougher to sell now.Lehman Brothers undertook major cutbacks in its mortgage business this year, shuttering its subprime mortgage lending arm, BNC Mortgage. Lehman recorded a $44 million charge related to the BNC shutdown this quarter.Lehman's stock has declined 25 percent this year, the second-worst performance after Bear Stearns among the industry's five largest firms.Morgan Stanley reports results Wednesday, followed by Goldman Sachs and Bear Stearns on Thursday. Merrill Lynch's earnings will be published next month."
36,"NEW YORK —Lehman Brothers Holdings, the largest U.S. underwriter of mortgage-backed bonds, said Tuesday that its third-quarter profits fell less than expected, as strength in stock trading and investment banking offset losses from the struggling mortgage market.The report provided investors a crucial first glimpse at how Wall Street fared in the fallout from the mortgage crisis, which started when borrowers with poor credit began defaulting at a sharply higher rate earlier this year. Optimism about the financial sector pushed shares of investment banks higher.""The worst of this credit correction is behind us,"" the chief financial officer, Chris O'Meara, said in a conference call with analysts.Lehman Brothers - the first of four investment banks to report results this week - said quarterly profit fell 3.2 percent to $887 million from $916 million a year earlier.Stronger investment banking and retail brokerage fees pushed revenue up 3.1 percent to $4.31 billion. Those stronger businesses helped to compensate for a $700 million hit from ""substantial valuation reductions"" in mortgage-backed bonds and other investments.""Lehman has done a better job of diversifying away from the fixed-income and hedge-fund dependency,"" said Peter Kovalski, a fund manager at Alpine Woods Investments. ""They have been investing more in their international business.""Richard Fuld, who has led Lehman Brothers since the bank was spun off from American Express in 1994, has tried to transform the company from a bond house into a full-service investment bank. The company has also made a big push overseas, which accounted for 53 percent of total revenue during the third quarter.The expansion was well-timed: The U.S. credit markets descended into distress this summer, dragged by a mortgage industry suffering from decaying credit quality. Analysts were braced for steep losses during the quarter, but had hoped the big Wall Street investment banks were able to compensate through their diverse mix of businesses.The mortgage meltdown has had ripple effects through Wall Street, pinching demand for some of the investment banks' best-selling products. Mortgage-backed bonds, collateralized debt obligations and asset-backed commercial paper are all much tougher to sell now.Lehman Brothers undertook major cutbacks in its mortgage business this year, closing its subprime mortgage lending arm, BNC Mortgage, and laying off about 2,500 people. Lehman recorded a $44 million charge related to the BNC shutdown this quarter.The biggest hit taken by Lehman was in fixed-income trading, which declined 47 percent to $1.06 billion during the quarter. Advising on deals pushed investment banking revenue up 48 percent to $1.07 billion.Calyon, the investment banking arm of Crédit Agricole of France, said third-quarter profit would be ""sharply down"" from the previous year after unraveling a proprietary trade cost the bank €250 million, Bloomberg News reported from London.The bank said it discovered an ""unusually large market position"" on diversified credit market indexes at its New York unit on Sept. 4. The bank said the trade, which breached authorized limits, had no relation to the subprime mortgage market and has been reduced to its authorized limit.""The relevant disciplinary measures have been taken vis-a-vis the individuals concerned,"" the bank said."
37,"NEW YORK —Lehman Brothers Holdings Inc. on Tuesday reported third-quarter profit fell 3 percent, as the nation's fourth-largest investment bank was hurt by fallout from the subprime-mortgage crisis. The New York-based investment bank reported quarterly profit for the period fell to $887 million, or $1.54 per share, from $916 million, or $1.57 per share, a year earlier. Revenue rose to $4.31 billion from $4.18 billion last year. Results beat Wall Street projections for a profit of $1.47 per share on $4.23 billion of revenue, according to analysts polled by Thomson Financial. Lehman said it recorded ""substantial valuation reductions"" on certain investments in the quarter; its total valuation adjustments led to a net reduction in revenue of $700 million. ""Despite challenging conditions in the markets, our results once again demonstrate the diversity and financial strength of the Lehman Brothers franchise, as well as our ability to perform across cycles,"" said Chairman and Chief Executive Richard Fuld in a a statement. Lehman Brothers undertook major cutbacks in its mortgage business this year, shuttering its subprime mortgage lending arm, BNC Mortgage, and laying off about 2,500 people. The mortgage meltdown has had ripple effects through Wall Street, pinching demand for some of the investment banks' best-selling products. Mortgage-backed bonds, collateralized debt obligations and asset-backed commercial paper are all much tougher to sell now. Lehman's stock fell 26.4 percent during the third quarter, and closed at $58.62 on Monday."
