,0
38,"The Carlyle Group propped up its credit-investment affiliate in the British island of Guernsey by buying some of its assets and extending a second $100 million loan in case the market volatility of the last five weeks persists.The affiliate, the Carlyle Capital Corporation, said the assets it sold, $900 million in loans, amount to less than 5 percent of assets. The sale will result in a loss of as much as $40 million and makes the payment of a dividend unlikely, the company said Monday.The Carlyle Group, the Washington private equity firm, agreed to lend its affiliate more money to help it survive a credit meltdown that began with subprime mortgage defaults. Carlyle Capital tapped the original $100 million loan announced Aug. 20.Carlyle Capital’s chief executive, John Stomber, said in a letter to shareholders that the credit crisis has hit debt markets harder than the currency and credit woes that led to the collapse of Long Term Capital Management in 1998. Carlyle Capital will record the asset sale as a loss in the third quarter."
39,"Wall Street regained its composure today as stocks roared back from their worst day in three weeks, gaining almost 250 points and recouping most of yesterday’s losses.Investors appeared for now to put aside their concerns about tighter credit availability, signs that the economy may be slipping and uncertainty about what the Federal Reserve’s next move will be.Within the first minutes of trading on the New York Stock exchange, the Dow Jones industrial average shot up more than 90 points. And as has become the pattern, the biggest momentum came late in the trading session.At the close, the Dow stood at 13,289.29, up 247.44 points, or 1.9 percent. That almost made up for yesterday’s loss of 280 points.As the day began, the broader Standard & Poor’s 500-stock index stood at 1,432.36, near the low reached on Aug. 15, when it closed at 1,406.7o. But today the S.&P. 500 closed up 2.2 percent, at 1,463.76, while the Nasdaq composite was up 2.5 percent, as investors appeared to see a buying opportunity.The rally seemed to feed on itself throughout the day, which market strategists said suggested that computer trading programs were responsible for much of the surge.But trading was light, typical of a day in late August. On the New York Stock Exchange, 1.3 billion shares changed hands, compared with a daily average of about 1.8 billion last year. Some analysts said that suggested the market’s big swing yesterday was exaggerated.“For as big as the movements we’ve seen the last two days, the volume has been pretty low,” said Ernie Ankrim, chief investment strategist at Russell Investments, an investing and financial research firm in Tacoma, Wash. “So I’m not sure I take too much from this. When you have small volumes you can have large movements dictated by relatively few market participants.”The slide on Wall Street yesterday plagued stock markets in Asia overnight, prompting a drop of all major Asian indexes, while European markets posted slight gains.Concerns about banks’ earnings and losses related to the American subprime mortgage market especially concerned investors in the Asia-Pacific region, where shares of banks and other financial institutions were hit hardest.Macquarie Bank of Australia lost nearly 4 percent, contributing to a 1.23 percent decline of the country’s benchmark S&P/ASX 200 index.Singapore’s DBS Group Holdings  which this week disclosed a greater exposure to the United States subprime market than previously known  lost 2.5 percent by midafternoon. That added to a 1.54 percent drop in the Straits Times Index.The Nikkei 225 was also pulled down 1.7 percent by the problems in the United States, and the fall was accelerated by renewed strength in the yen, which the markets fear will harm the country’s recovering exporters.In Britain, Barclays Bank was compelled yesterday to deny rumors that it was sitting on hundreds of millions of dollars of unrealized losses related to credit funds.Part of the problem is that while it is clear that the losses have not fully worked their way through the market, no one is sure which institutions are going to have to book them.“Someone is holding the bag, but we don’t know who,” said John Edwards, chief economist at HSBC in Sydney.The downgrade of three powerhouse American banks by Merrill Lynch yesterday, from buy to neutral, highlighted the lingering effect of the subprime problems despite attempts by the Fed to reassure markets.The British markets got further bad news when Standard & Poor’s said the London-based hedge fund Cheyne Capital Management might have to liquidate $6 billion in assets backing commercial paper.The decisions by the Fed to cut the discount rate that banks use for short-term borrowing in emergencies provided some support for stocks and bonds recently, but the market in asset-backed commercial paper is still moribund.The subprime crisis was sparked by an increase in defaults on mortgages given to high-risk borrowers. Many of those loans had been packaged and sold as asset-backed securities.The crisis of confidence has spread to include almost all asset-backed securities regardless of how safe the end borrowers are.Potential buyers of asset-backed securities are reassessing the risk that they present. And markets for such securities are barely functioning, with buyers frightened of being burdened with an asset they cannot sell.The Federal Reserve Bank of New York tried to step in last week, telling banks that they could use high-quality asset-backed securities as collateral to borrow from the Fed.But the market is still languishing, and nonbank lenders are having continued difficulty getting money, a particular problem in a market where most asset-backed commercial paper typically has short maturity and needs to be rolled over regularly.Coventree, a Canadian financial services company, was unable to roll over its asset-backed commercial paper and had to be bailed out by banks.And the Australian lender Rams Home Loans Group announced yesterday that it would turn to the Australian markets to refinance more than 300 million Australian dollars, but it is likely to be an expensive exercise.Borrowers like Rams are having to pay significant premiums to obtain the financing they need.A number of nonbank lenders, like the Australia-based Members Equity Bank, have had to cancel bond issues recently because they have been unable to find buyers at an acceptable price.One of the reasons that banks are being sold so heavily in the market is that they typically offer a backstop in case the issuer of the commercial paper is unable to roll over the debt.It was this arrangement that nearly bought down the German bank IKB.But in a recent report, Keith Horowitz of Citigroup Global Markets said he believed that banks’ balance sheets were strong enough to withstand the extra calls on their capital that might be made if the weakness in the commercial paper market continues.“Our initial take is that banks will have sufficient balance sheet capacity to put these credit lines on, and we do not see anything close to an IKB scenario unfolding in our universe,” the report said."
40,"SYDNEY, Australia, Aug. 29 — The volatility triggered by the mortgage meltdown in the United States further plagued stock markets today, prompting a drop of all major indices in Asia a day after a battering on Wall Street.A series of worries has particularly weighed on investors across the globe over the past 24 hours: falling house prices and dimming consumer confidence in the United States, uncertainty about the path of the Federal Reserve on interest rates and a downgrade by Merrill Lynch of ratings on Lehman Brothers, Citigroup and Bear Stearns.Concerns about banks’ earnings and losses related to the American subprime mortgage market especially concerned investors in the Asia-Pacific region, where shares of banks and other financial institutions were hit hardest.Macquarie Bank of Australia lost nearly 4 percent, contributing to a 1.23 percent decline of the country’s benchmark S&P/ASX 200 index.Singapore’s DBS Group Holdings — which this week disclosed a greater exposure to the United States subprime market than previously known — lost 2.5 percent by midafternoon. That added to a 1.54 percent drop in the Straits Times Index.Part of the problem is that while it is clear that the losses have not fully worked their way through the market, no one is sure which institutions are going to have to book them.“Someone is holding the bag, but we don’t know who,” said John Edwards, chief economist at HSBC in Sydney.The downgrade of big American banks by Merrill Lynch, from buy to neutral, underlines the lingering effect of the subprime problems despite attempts by the Fed to reassure markets.The Nikkei 225 was also pulled down 1.7 percent by the problems in the United States, and the fall was accelerated by renewed strength in the yen, which the markets fear will harm the country’s recovering exporters.In Britain, Barclays Bank was compelled Tuesday to deny rumors that it was sitting on hundreds of millions of dollars of unrealized losses related to credit funds.The British markets got further bad news when the ratings agency Standard & Poors said the London-based hedge fund Cheyne Capital Management might have to liquidate $6 billion in assets backing commercial paper.The decisions by the Fed to cut the discount rate that banks use for borrowing and to inject liquidity into the markets have provided some support for stocks and bonds, but the market in asset-backed commercial paper is still moribund.The subprime crisis was sparked by an increase in defaults on mortgages given to high-risk borrowers. Many of those loans had been packaged and sold as asset-backed securities.The crisis of confidence has spread to include almost all asset-backed securities regardless of how safe the end borrowers are.Potential buyers of asset-backed securities are reassessing the risk that they present. And markets for such securities are barely functioning, with buyers frightened of being burdened with an asset they cannot sell.The Federal Reserve Bank of New York tried to step in last week, telling banks that they could use high-quality asset-backed securities as collateral to borrow from the Fed.But the market is still languishing, and nonbank lenders are having continued difficulty getting money, a particular problem in a market where most asset-backed commercial paper typically has short maturity and needs to be rolled over regularly.Coventree, a Canadian financial services company, was unable to roll over its asset-backed commercial paper and had to be bailed out by banks.And the Australian lender Rams Home Loans Group announced Tuesday that it would turn to the Australian markets to refinance more than 300 million Australian dollars, but it is likely to be an expensive exercise.Borrowers like Rams are having to pay significant premiums to obtain the financing they need.A number of nonbank lenders, like the Australia-based Members Equity Bank, have had to cancel bond issues recently because they have been unable to find buyers at an acceptable price.One of the reasons that banks are being sold so heavily in the market is that they typically offer a backstop in case the issuer of the commercial paper is unable to roll over the debt.It was this arrangement that nearly bought down the German bank IKB.But in a recent report, Keith Horowitz of Citigroup Global Markets said he believed that banks’ balance sheets were strong enough to withstand the extra calls on their capital that might be made if the weakness in the commercial paper market continues.“Our initial take is that banks will have sufficient balance sheet capacity to put these credit lines on, and we do not see anything close to an IKB scenario unfolding in our universe,” the report said."
41,"SYDNEY —The volatility triggered by the mortgage meltdown in the United States further plagued stock markets Wednesday, prompting a drop of most major indices in Asia a day after a battering on Wall Street.A series of worries particularly weighed on investors across the globe: falling U.S. house prices and dimming consumer confidence; uncertainty about the path of the U.S. Federal Reserve on interest rates; and a downgrade by Merrill Lynch of ratings on Lehman, Citigroup and Bear Stearns.Concerns about banks earnings and losses related to the U.S. subprime mortgage market especially concerned investors in the Asia-Pacific region, where shares of banks and other financial institutions were hit hardest.Macquarie Bank of Australia lost nearly 4 percent, contributing to a 1.23 percent decline of the country's benchmark S&P/ASX 200 index.DBS Group Holdings of Singapore, which this week disclosed a greater exposure to the U.S. subprime market than previously known, lost 2.5 percent by midafternoon. That added to a 1.54 percent drop in the Straits Times index.Part of the problem is mere uncertainty. While it may be clear that the full extent of any potential losses have not worked their way through the market, no one is sure which institutions are going to have to book them.""Someone is holding the bag, but we don't know who,"" said John Edwards, chief economist with HSBC in Sydney.The downgrade of big U.S. banks by Merrill Lynch, from ""buy"" to ""neutral,"" underlines the lingering effect of the subprime problems despite attempts by the Fed to reassure markets.The Nikkei 225 was also pulled down 1.7 percent by the problems in the United States, and the fall was accelerated by renewed strength in the yen, which the markets fear will harm the country's recovering exporters.""The widespread economic impact of U.S. financial market turmoil will spare no one,"" Liu Juming, who manages assets at IBT Securities in Taipei, told Bloomberg News. ""Asian exporters will feel the brunt.""Most Asian stock markets pared some of their losses during the day, and markets in Europe were trading slightly higher at midday. But investors are still braced for turbulence ahead as bad news continues to emerge.Barclays Bank in Britain was compelled Tuesday to deny rumors that it was sitting on hundreds of millions of dollars of unrealized losses related to credit funds.The British markets received further bad news Wednesday when the ratings agency Standard & Poor's said Cheyne Capital Management, a London-based hedge fund, might have to liquidate $6 billion in assets backing commercial paper.The decisions by the Fed to cut the discount rate that banks use for borrowing and to inject liquidity into the markets have provided some support for stocks and bonds, but the market in asset-backed commercial paper is still moribund.The subprime crisis was sparked by an increase in defaults on mortgages given to high-risk borrowers. Many of those loans had been packaged and sold as asset-backed securities.The crisis of confidence has spread to include almost all asset-backed securities regardless of how safe or otherwise the end borrowers are.Potential buyers of asset-backed securities are reassessing the risk that they present. And markets for such securities are barely functioning, with buyers frightened of being burdened with an asset they cannot sell.The Federal Reserve Bank of New York tried to step in last week, telling banks that they could use high-quality asset-backed securities as collateral to borrow from the Reserve.But the market is still languishing, and nonbank lenders are having continued difficulty in getting money, a particular problem in a market where most asset-backed commercial paper typically has short maturity and needs to be rolled over regularly.Coventree in Canada was unable to roll over it asset-backed commercial paper earlier this month and had to be bailed out by its banks.The Australian lender Rams Home Loans Group announced Tuesday that it would turn to the Australian markets to refinance more than 300 million Australian dollars, or $245 million, but it is likely to be an expensive exercise.Borrowers like Rams are having to pay significant premiums to obtain the financing they need.A number of nonbank lenders, like the Australia-based Members Equity Bank, have had to cancel bond issues recently because they have been unable to find buyers at an acceptable price.One of the reasons that banks are being sold so heavily in the market is that they typically offer a backstop in case the issuer of the commercial paper is unable to roll over the debt."
42,"NEW YORK —The subprime mortgage crisis is spreading to a somewhat unexpected place: homes costing more than $500,000.As lending has rapidly gotten more restrictive for borrowers taking out large loans, sales of expensive homes have fallen sharply around the country during what should be one of the busiest seasons for buyers and sellers, mortgage bankers and real estate agents say.To some degree the change is due to difficulty getting financing, as borrowers are finding fewer lenders willing or able to fund ""jumbo"" mortgages, loans for amounts greater than $417,000.Jumbo mortgages are too big to be guaranteed by government-sponsored housing finance agencies, including Fannie Mae, Freddie Mac and Ginnie Mae.Given the troubles in the subprime sector, investor appetite for all types of mortgage loans not guaranteed by housing finance agencies has nose-dived.Banks until recently were able to offload the risk of many jumbo mortgages by selling the loans to investors. But now, as investors burned by the subprime debacle have become extremely picky about what they will buy, banks are having to keep more of these loans on their own books and as a result are charging higher rates.Some lenders - like Countrywide Financial - have made a point of saying they are now most focused on making loans that can be guaranteed by Fannie and Freddie.Other lenders have simply tightened up their lending standards, for example by no longer making jumbo loans to lenders who can not fully document their income, even if they make large down payments and have stellar credit histories.The banks that are still making jumbo loans are charging substantially higher rates to compensate for the lack of investor demand. Borrowers who could have gotten rates as low as 6.5 percent in June are now having to pay as much as 9 percent.But aside from the financial impact of higher rates, in certain high-priced real estate markets the effect of the suddenly tighter lending environment is more psychological, mortgage bankers and real estate agents say, as buyers and sellers alike do not want to plunge into an uncertain future.""Showings are down, contracts written are down, and sellers are just as backed away as buyers are,"" said Lou Barnes, a partner at Boulder West Financial Services, a mortgage bank and brokerage firm in Boulder, Colorado. The company arranges for financing on many higher-priced condominiums and houses in the state.""I think the psychological damage is worse than the financial damage,"" which is already bad enough, he said. Even for buyers who have plenty of cash or can easily afford higher mortgage rates, the sudden change in the financing environment reduces ""the ardor to buy a house unless you have to,"" he added.With numerous buyers and sellers sidelined, the higher cost of big mortgages is bound to put downward pressure on home prices should the lending environment stay tight for a long period of time, said Ellen Bitton, president of Park Avenue Mortgage, a mortgage bank and brokerage firm that does business in several states, including New York, Florida and Utah.In New York, the most pronounced effect so far has been at the very top end of the market, for properties priced $25 million and above, said Dolly Lenz, vice chairman with Prudential Douglas Elliman.""Every single person I have at the highest end is on hold. They are going to wait and see what happens,"" she said. ""It has nothing to do with them being able to afford"" properties or not, Lenz added. ""It's a confidence thing. They somehow feel poorer, whether they are or not.""In California, where the median home price is well above $500,000, jumbo mortgages are as much as 44 percent of all mortgages issued in certain metro areas, according to data from First American LoanPerformance.In and around San Francisco, where the median home price is about $1.1 million, the tougher financing environment has created a ""hesitancy"" and has led to some canceled escrows for buyers around the $1 million range, said Rick Turley, president of the San Francisco and Peninsula Region for Coldwell Banker Residential Brokerage."
43,"LONDON —New evidence of damage wrought by the U.S. mortgage sector surfaced in the United States and Europe on Wednesday, while banks demanded a record amount of cash at a euro-zone money market auction. But top European Union officials said the market turmoil was no threat to euro- zone economic growth.The European Commission, the EU's executive arm, said that despite problems affecting some German banks, the system of control and intervention had proved effective.""The economic fundamentals in Europe are sound,"" a commission spokesman said, ""so that there is no immediate concern in the sense that growth and economic development in Europe might be seriously and sustainably affected by this situation.""Jean-Claude Juncker, who heads meetings of the euro-zone finance ministers, said in Luxembourg: ""Up to now we do not see any notable impact on the growth perspectives of the euro zone as a whole. But we will have to wait a few more weeks to draw up final conclusions.""Gertrude Tumpel-Gugerell, a member of the European Central Bank executive board, said the recent turbulence showed how rapidly contagion could spread around the world, but predicted that ""confidence will return.""Financial markets stumbled in Europe despite the officials' comments, with most major indexes finishing lower.Bank Julius Baer, a Swiss investment bank, warned, ""The only thing that is certain is that more uncertainties in the direction of asset prices and volatility are on their way.""The crisis in U.S. subprime loans claimed another victim Wednesday when Cheyne Finance, a structured investment vehicle managed by the British hedge fund Cheyne Capital Management, said it was seeking to restructure after being forced to start selling assets to pay down debt.BNP Paribas, the French bank that froze three funds on Aug. 7, said it had reopened two of them and will reopen the third on Thursday.In the United States, Basis Yield Alpha Fund, a hedge fund specializing in corporate and structured credit, filed for bankruptcy protection Wednesday amid mounting losses from subprime mortgage assets.The fund, registered in the Cayman Islands and run by the Australian company Basis Capital, listed more than $100 million in assets and more than $100 million in liabilities in its filing with a U.S. bankruptcy court in New York. In court papers, Basis Yield said it began to suffer a ""significant devaluation"" in its asset portfolio in June.An index measuring delinquencies on riskier British home loans, known as nonconforming mortgages, rose almost 5 percent in the second quarter and will climb further in the second half of the year, Standard & Poor's said Wednesday. S&P ""expects the delinquency and repossession levels to worsen in the second half of 2007,"" the report said.A survey by the GfK market research group showed German consumer sentiment was likely to worsen in September because of fears of market volatility.Euro-zone banks bid for a record amount of money at the ECB's regular long-term funding operation Wednesday, reflecting tightness in the interbank lending market. Central banks have poured funds into money markets to tackle a lack of liquidity stemming from the subprime crisis, which has led many banks to cut back on normal interbank lending."
44,"SYDNEY —A court in the Cayman Islands has placed the Basis Yield Alpha Fund in provisional liquidation after the Australian-run fund's evisceration by the U.S. subprime mortgage crisis.The court in the Cayman Islands, where the fund is based, has appointed Grant Thornton as provisional liquidators.""At this stage we are undertaking an immediate assessment as to the financial position of the fund and any likely return to investors,"" a Grant Thornton partner, Paul Billingham, said in a statement Thursday.Grant Thornton has applied for Chapter 15 protection in a New York court. Chapter 15, a recent addition to the U.S. bankruptcy code, allows a judge to give formal recognition to an overseas bankruptcy procedure and protects the assets from seizure by U.S. creditors while the process is being carried out.The court Wednesday granted a temporary restraining order.The Basis Yield Alpha Fund, which once had assets of over $1 billion, has lost over 80 percent of its value in the fallout from the subprime crisis. It was heavily invested in securities that were backed by so-called subprime mortgages, which were granted to borrowers with flawed credit histories.""Following the well-publicized volatility in the market related to the U.S. subprime lending defaults, by June 2007, Basis Yield began to suffer a significant devaluation of its asset portfolio,"" the liquidators said in their submission to the New York bankruptcy court.Basis Yield had invested much of the fund in so-called collateralized debt obligations, which are bundles of asset-backed securities. The market in CDOs has never been very active, but since the crisis hit, it has been near impossible for investors like Basis Yield to sell their way out of the crisis.It has been a savage fall from grace for the Australian managers.Just two months ago Basis Yield's two main funds, including Yield Alpha, had five star ratings from Standard & Poors, and the company had won 'Fund of the Year' at the 2005 Asiahedge awards and been Macquarie Bank's 'Skilled Manager of the Year' in 2004.The other group of funds run by Basis Yield, its Aust-Rim Opportunity Fund, is not in default and is still trading.The crisis has brought a number of funds and companies which had exposure to subprime-backed assets to their knees. More than 100 U.S. mortgage companies have been forced to stop their operations or try and seek a buyer; two funds run by U.S. investment house Bear Stearns are in bankruptcy; and German bank IKB had to be bailed out by other German banks.Despite attempts by the U.S. Federal Reserve and other central banks to calm the markets, the volatility sparked by the subprime crisis shows little sign of going away. Stock markets across the globe have seen record falls and rises, and the shareprices of financial institutions across the board have been hit.Analysts say that the full extent of the losses associated with the subprime crisis have not been revealed and suspect that some institutions are sitting on substantial losses in the hope that the markets will recover."
45,
46,
47,"The stock market recovered almost all of its losses from Tuesday’s sharp sell-off as investors went bargain-hunting yesterday at Wall Street’s equivalent of a late summer sale.The morning after the market’s worst day in three weeks, the Dow Jones industrial average started the trading session up immediately almost 100 points. The rally fed on itself as trading continued, and stock prices ended the day posting some of their largest gains so far this year.The Dow rose 247.44 points, or 1.9 percent. Broader indexes fared even better. The Standard & Poor 500-stock index gained 2.2 percent, and the Nasdaq composite increased 2.5 percent.Trading was a near mirror image of Tuesday. All 30 stocks in the Dow average and all but 18 of the 500 stocks in the S.& P. index climbed. On Tuesday, 29 Dow stocks and 487 S.& P. 500 stocks declined.Market strategists said the cascading nature of the rally suggested that computer trading algorithms programmed to buy low were at work. But individual investors looking for bargains were also a factor, as were rising oil prices and word from the Federal Reserve chairman, Ben S. Bernanke, that the central bank was “prepared to act as needed” to prevent the recent market distress from spreading further.Trading volume was low — typical for a day in late August — suggesting that the market’s big swings this week have been somewhat exaggerated. On the New York Stock Exchange, 1.3 billion shares changed hands, compared with a daily average of about 1.8 billion.“For as big as the movements we’ve seen the last two days, the volume has been pretty low,” said Ernie Ankrim, chief investment strategist at Russell Investments, an investing and financial research firm in Tacoma, Wash. “So I’m not sure I take too much stock in this. When you have small volumes you can have large movements dictated by relatively few market participants.”The Dow closed yesterday at 13,289.29. The S.& P. 500 rose 31.40 points, to 1,463.76, and the Nasdaq composite jumped 62.52 points, to 2.563.16.The benchmark 10-year Treasury note fell 14/32, to 101 16/32. The yield, which moves in the opposite direction from the price, rose to 4.56 percent, from 4.51 percent.Energy company stocks led the charge yesterday as oil prices jumped to a three-week high on the New York Mercantile Exchange. The price of a barrel of crude oil for delivery in October rose 2.5 percent, to $73.51, after the Energy Department reported that the nation’s gasoline and oil reserves fell more last week than Wall Street forecasters had predicted.After leading the market’s decline on Tuesday, shares of financial companies like Lehman Brothers and Citigroup rebounded yesterday as Wall Street saw a greater possibility that the Fed will lower its benchmark short-term lending rate by half a percentage point, to 4.75 percent, when it meets on Sept. 18. Futures contracts for the Fed’s key rate yesterday showed that nearly half of traders now expect a half-point rate reduction.The Fed has given no indication that a rate cut is imminent. But it has signaled that it is at least willing to consider one. Yesterday, the Fed again suggested that a rate cut was possible if conditions in financial markets deteriorated further.In a letter to Senator Charles E. Schumer, Democrat of New York, Mr. Bernanke wrote that the Fed’s policy making arm was “prepared to act as needed to mitigate the adverse effects on the economy arising from the disruptions in financial markets.”Mr. Schumer, chairman of the Joint Economic Committee, has been one of the loudest voices in Congress calling for the government to regulate mortgage lenders more closely. Mortgage companies have played a central role in the recent market tumult as banks have all but stopped buying asset-backed securities, fearing that the assets were bad subprime loans.Yesterday Mr. Schumer took aim at the nation’s largest mortgage lender, Countrywide Financial, saying the company should “bury its bad business practices and reverse some of the damage it has already inflicted on our housing market.”At issue was the allegation, which Countrywide has disputed, that the lender improperly steered customers to high-cost mortgages that resulted in richer commissions for Countrywide’s sales representatives and large fees to company affiliates providing services on the loans.Yesterday’s rally on Wall Street was helped in part by the absence of any big developments in the financial world. Recently, news that major investment banks have lost billions of dollars because of their exposure to bad subprime loans has sent Wall Street reeling.“When you don’t have any news, that’s good news,” said Todd Leone, head of trading at Cowen & Company, a New York brokerage firm.But how much the financial market turmoil has affected the economy is still not known. And investment strategists cautioned that the extent of the damage would not begin to be fully revealed until next month when economic indicators, like the government’s employment report, are released.“The maximum risk time is going to be the next 60 days when the major economic reports come out and they have some post-crisis data in them,” said James W. Paulsen, chief investment strategist at Wells Capital Management in Minneapolis. “I definitely see that we’re going to have some volatile and scary days ahead.”Following are the results of yesterday’s Treasury auction of 17-day cash management bills and 2-year notes:"
48,"Zero-interest financing, a familiar sales incentive at car dealerships and furniture stores, has found its way to another big-ticket consumer market: doctors’ and dentists’ offices.For $3,500 laser eye surgery, $6,000 ceramic tooth implants or other procedures not typically covered by insurance, millions of consumers have arranged financing through more than 100,000 doctors and dentists that offer a year or more of interest-free monthly payments.Of course, going into debt to pay for medical procedures is nothing new for many people. And this type of financing is still only a fraction of the nation’s $900 billion market for consumer revolving credit.But as the price of health care continues to rise and big lenders pursue new areas for growth, this type of medical financing has become one of the fastest-growing parts of consumer credit, led by lending giants like Capital One and Citigroup and the CareCredit unit of General Electric.Big insurers, too, are devising new financing plans with various payback options. Upstart players have also aggressively cut deals with doctors.The room for expansion looks ample, as rising deductibles, co-payments and other costs may force more of the nation’s 250 million people with health insurance to finance out-of-pocket expenses for even basic medical care.“As more and more of the costs of care are shifted to consumers, people are going to need more credit,” said Red Gillen, a senior analyst at Celent, an insurance and banking research firm. “They are still going to need health care.”The zero-interest plans are not for everyone. In fact, they are available only to the creditworthy — meaning they offer no help to those among the nation’s 47 million uninsured who are in difficult financial situations.And creditworthiness is starting to be judged even more stringently, in light of the subprime mortgage crisis’s impact on the debt markets, according to David Robertson, publisher of The Nilson Report, a newsletter for the credit card industry.Even for those who can get credit approval, the plans make sense only if users are able to make payments on time and close the loan on schedule, typically within 12 months. Otherwise, the loans after defaults can carry interest rates of 20 percent or more — similar to the default penalty on a typical credit card.“We are very careful to tell patients upfront, ‘Be sure you can make your payments,’ ” said Dr. Richard J. Mercurio, a dentist in Lincroft, N.J. He arranges patient financing through the CareCredit unit of G.E., the leader in consumer medical financing.Dr. Mercurio says he knows of at least two patients who missed payments and received monthly bills charging high interest rates. “They were not happy,” he said.For those who are able to make their payments, though, the plans can make it possible to receive treatments that otherwise might be out of reach.“There was no way I had $6,000 right out of my pocket,” said Nancy Schlachter, 40, who has dental insurance through her job as an accounts payable manager for a national construction company. She went to Dr. Mercurio for a series of dental procedures including a new crown, fillings and a tooth implant.“The implant was very expensive, and it was not covered,” Ms. Schlachter said. But the dentist’s office arranged 12-month zero-interest financing. “It was the only way I could do it,” she said.Some consumer debt experts warn that as more people try to bridge widening gaps in their health insurance, paying for medical care on credit could plunge the unwary into a financial crisis. In recent years, the use of high-interest credit cards to pay big medical bills has become a leading cause of consumer bankruptcy.“Unless they are at risk of losing life or limb, people should be very cautious about putting medical bills on credit cards,” said Mark Rukavina, executive director of the Access Project, a research and consumer advocacy organization that helps people with their medical debts.Still, consumer credit companies and some insurers are now experimenting with financing plans meant specifically for medical costs.For people who think they could not pay off a zero-interest loan within a year, most credit companies also offer longer-term medical financing deals with 12 percent to 13 percent interest payable over several years. Those plans, though, must be arranged at the outset of the medical expense; a zero-interest plan typically cannot be converted to the longer-term program if consumers find themselves unable to pay off the one-year loans.Some insurers, including UnitedHealthcare, also have special credit plans available for insured members whose policies are linked to health savings accounts. Such policies combine high-deductible insurance with tax-sheltered savings accounts where money can roll over year to year until needed for medical expenses. But typically, the amounts of money being set aside do not go very far toward meeting even routine health expenses.So far, among the 1.76 million health savings accounts in this country, the average balance is $1,327, according to a recent survey by Inside Consumer-Directed Care, a trade publication. To help people with health savings accounts meet the shortfall, the Exante Bank unit of UnitedHealth Group is trying out a card that extends credit at rates currently averaging about 10 percent to 13 percent, depending on the applicant’s credit history.UnitedHealthcare is also testing a medical credit card that would offer reduced rates.“There’s a place for credit solutions that are integrated within traditional health insurance programs, when an individual hits that out-of-pocket expense,” said Tom Beauregard, a senior vice president at UnitedHealthcare. “The key is to make it voluntary, to make it simple and to offer favorable credit terms.”As for the zero-interest deals, the credit providers say that most of them end up being just that — interest-free. About 80 percent of the medical loans that CareCredit provides are paid off on schedule and incur no finance charges, according to the company’s president, Michael J. Testa.That, the companies say, justifies the high default interest rates for late payments, since that is the way they recoup the costs of doing business. In fact, though, the credit companies make money even on the interest-free deals, because they are typically keeping 10 percent of the fee the doctor charges the patient. On a $5,000 cosmetic nose operation, for instance, the plastic surgeon might receive only $4,500.Another of the medical finance companies, HELPcard, says that for dentists whose customers are good credit risks, the lender’s commission might be only 4 percent to 5 percent. But for patients with low credit ratings, a dentist eager to build a clientele might have to accept as little as 75 percent of the bill, said Pat McGee, HELPcard’s senior vice president for sales and marketing.The CareCredit unit of G.E., too, has special deals for patients whose credit is not well established. Stephanie Waterman, a coordinator for Dello Russo Laser Vision, a laser-surgery practice with offices in New York and Bergenfield, N.J., said patients deemed less creditworthy were required to pay $600 in cash and to agree to have 12 months of zero-interest payments taken directly from their bank accounts.One Dello Russo patient, Senior Airman Derrick Fields, 31, stationed at Dover Air Force Base in Delaware, said that in June he paid $600 down on a $3,500 surgery bill for both eyes — a reduced charge the practice offers to members of the military.“They take about $250 a month from my bank account,” said Mr. Fields, who said he soon expected to not wear eyeglasses for the first time since the second grade. “I owe $2,900.”"
